Id_KPIKaryawan,Id_karyawan,nama_Karyawan,Department,status_kehadiran_pelatihan,Status_Kerja,EnvironmentSatisfaction,JobSatisfaction,id_cabang,id_tahun
3446,381,Ariel,Sales,HADIR,AKTIF,2,3,2,4
3447,382,Delphinia,Sales,TIDAK HADIR,RESIGN,0,0,2,4
3448,383,Janaye,Research & Development,HADIR,AKTIF,4,4,2,4
3449,384,Elisha,Research & Development,TIDAK HADIR,AKTIF,3,3,5,4
3450,385,Almeda,Sales,TIDAK HADIR,AKTIF,5,1,3,4
3451,386,Alexi,Research & Development,HADIR,AKTIF,2,5,5,4
3452,387,Uta,Research & Development,HADIR,AKTIF,5,2,5,4
3453,388,Marianne,Sales,TIDAK HADIR,AKTIF,1,2,2,4
3454,389,Garvey,Research & Development,HADIR,AKTIF,3,4,4,4
3455,390,Inigo,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3456,391,Tyrus,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3457,392,Timmy,Research & Development,HADIR,AKTIF,2,5,5,4
3458,393,Gordon,Research & Development,HADIR,AKTIF,1,4,2,4
3459,394,Ivett,Sales,HADIR,AKTIF,3,3,5,4
3460,395,Tasia,Research & Development,TIDAK HADIR,AKTIF,3,2,2,4
3461,396,Tripp,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3462,397,Paige,Research & Development,HADIR,AKTIF,2,4,5,4
3463,398,Randi,Sales,TIDAK HADIR,AKTIF,3,1,2,4
3464,399,Gorden,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3465,400,Sandro,Research & Development,HADIR,AKTIF,5,3,2,4
3466,401,Cary,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3467,402,Lief,Sales,TIDAK HADIR,RESIGN,0,0,4,4
3468,403,Shelagh,Sales,TIDAK HADIR,RESIGN,0,0,2,4
3469,404,Gilda,Sales,TIDAK HADIR,RESIGN,0,0,3,4
3470,405,Fan,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3471,406,Vivyanne,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3472,407,Alejandra,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3473,408,Jessalyn,Research & Development,TIDAK HADIR,AKTIF,5,5,3,4
3474,409,Farrah,Research & Development,TIDAK HADIR,AKTIF,4,4,2,4
3475,410,Nicki,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3476,411,Delainey,Research & Development,TIDAK HADIR,AKTIF,2,5,2,4
3477,412,Jewel,Research & Development,HADIR,AKTIF,4,1,5,4
3478,413,Burgess,Research & Development,HADIR,AKTIF,5,2,3,4
3479,414,Hulda,Research & Development,TIDAK HADIR,AKTIF,4,2,4,4
3480,415,Melosa,Sales,TIDAK HADIR,AKTIF,1,1,5,4
3481,416,Rudyard,Sales,HADIR,AKTIF,5,4,5,4
3482,417,Temp,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3483,418,Arlena,Sales,TIDAK HADIR,AKTIF,4,4,2,4
3484,419,North,Research & Development,TIDAK HADIR,AKTIF,2,5,4,4
3485,420,Corrine,Research & Development,TIDAK HADIR,AKTIF,2,1,3,4
3486,421,Lou,Research & Development,HADIR,AKTIF,1,5,4,4
3487,422,Myranda,Research & Development,HADIR,AKTIF,5,4,3,4
3488,423,Bailey,Human Resources,HADIR,AKTIF,5,1,4,4
3489,424,Rosabelle,Sales,HADIR,AKTIF,3,3,5,4
3490,425,Lavina,Sales,HADIR,AKTIF,4,1,2,4
3491,426,Linc,Research & Development,HADIR,AKTIF,5,4,5,4
3492,427,Gabbi,Research & Development,TIDAK HADIR,AKTIF,3,1,3,4
3493,428,Stepha,Sales,TIDAK HADIR,AKTIF,1,5,4,4
3494,429,Odetta,Research & Development,TIDAK HADIR,AKTIF,5,2,2,4
3495,430,Field,Research & Development,TIDAK HADIR,AKTIF,2,1,4,4
3496,431,Emmi,Research & Development,TIDAK HADIR,AKTIF,2,4,5,4
3497,432,Brent,Research & Development,HADIR,AKTIF,5,2,3,4
3498,433,Manfred,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3499,434,Augustine,Sales,HADIR,AKTIF,4,2,2,4
3500,435,Berta,Research & Development,TIDAK HADIR,AKTIF,1,5,2,4
3501,436,Meris,Research & Development,HADIR,AKTIF,3,3,4,4
3502,437,Dynah,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3503,438,Lotte,Sales,TIDAK HADIR,RESIGN,0,0,3,4
3504,439,Althea,Research & Development,HADIR,AKTIF,5,1,4,4
3505,440,Alicia,Research & Development,HADIR,AKTIF,4,1,5,4
3506,441,Jewel,Human Resources,HADIR,AKTIF,3,3,2,4
3507,442,Malissia,Research & Development,HADIR,AKTIF,1,1,5,4
3508,443,Stanislas,Sales,TIDAK HADIR,AKTIF,1,4,1,4
3509,444,Berta,Research & Development,TIDAK HADIR,AKTIF,5,3,2,4
3510,445,Cherianne,Sales,HADIR,AKTIF,3,3,2,4
3511,446,Maryrose,Sales,TIDAK HADIR,RESIGN,0,0,4,4
3512,447,Ellerey,Sales,TIDAK HADIR,RESIGN,0,0,4,4
3513,448,Ed,Sales,TIDAK HADIR,AKTIF,4,4,5,4
3514,449,Arty,Research & Development,HADIR,AKTIF,1,5,3,4
3515,450,Mano,Research & Development,TIDAK HADIR,AKTIF,1,3,3,4
3516,451,Claudine,Sales,HADIR,AKTIF,4,3,5,4
3517,452,Charissa,Research & Development,HADIR,AKTIF,3,1,5,4
3518,453,Helyn,Sales,HADIR,AKTIF,5,2,2,4
3519,454,Marsiella,Human Resources,TIDAK HADIR,AKTIF,5,1,5,4
3520,455,Cam,Research & Development,TIDAK HADIR,AKTIF,2,5,2,4
3521,456,Lonni,Research & Development,TIDAK HADIR,AKTIF,3,2,5,4
3522,457,Ada,Sales,TIDAK HADIR,AKTIF,5,3,2,4
3523,458,Aube,Sales,HADIR,AKTIF,4,2,4,4
3524,459,Brit,Sales,HADIR,AKTIF,4,5,3,4
3525,460,Deborah,Research & Development,HADIR,AKTIF,5,1,1,4
3526,461,Anthony,Sales,TIDAK HADIR,AKTIF,2,3,5,4
3527,462,Darrin,Sales,HADIR,AKTIF,2,5,2,4
3528,463,Sapphira,Sales,HADIR,AKTIF,5,4,5,4
3529,464,Betsy,Research & Development,TIDAK HADIR,AKTIF,5,1,4,4
3530,465,Conny,Research & Development,TIDAK HADIR,AKTIF,1,3,2,4
3531,466,Marty,Research & Development,TIDAK HADIR,AKTIF,1,3,2,4
3532,467,Bamby,Sales,HADIR,AKTIF,4,4,5,4
3533,468,Cedric,Sales,HADIR,AKTIF,3,2,5,4
3534,469,Kain,Research & Development,TIDAK HADIR,AKTIF,2,1,5,4
3535,470,Annemarie,Sales,TIDAK HADIR,AKTIF,3,2,2,4
3536,471,Wheeler,Sales,TIDAK HADIR,RESIGN,0,0,5,4
3537,472,Dion,Research & Development,HADIR,AKTIF,2,1,3,4
3538,473,Lief,Research & Development,HADIR,AKTIF,1,2,4,4
3539,474,Prescott,Research & Development,TIDAK HADIR,RESIGN,0,0,2,4
3540,475,Simonette,Research & Development,HADIR,AKTIF,2,3,2,4
3541,476,Tabby,Sales,HADIR,AKTIF,1,1,3,4
3542,477,Myrwyn,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3543,478,Abbott,Human Resources,TIDAK HADIR,RESIGN,0,0,4,4
3544,479,Cristiano,Sales,TIDAK HADIR,RESIGN,0,0,5,4
3545,480,Kerrill,Research & Development,TIDAK HADIR,RESIGN,0,0,2,4
3546,481,Burton,Sales,TIDAK HADIR,RESIGN,0,0,4,4
3547,482,Win,Research & Development,HADIR,AKTIF,4,4,2,4
3548,483,Oates,Sales,TIDAK HADIR,AKTIF,4,5,5,4
3549,484,Michelle,Research & Development,HADIR,AKTIF,5,5,2,4
3550,485,Gabie,Sales,HADIR,AKTIF,2,2,4,4
3551,486,Chad,Research & Development,HADIR,AKTIF,1,2,2,4
3552,487,Freddie,Sales,TIDAK HADIR,RESIGN,0,0,4,4
3553,488,Aleksandr,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3554,489,Andie,Research & Development,HADIR,AKTIF,1,1,3,4
3555,490,Vonni,Research & Development,HADIR,AKTIF,4,3,1,4
3556,491,Gannon,Research & Development,TIDAK HADIR,AKTIF,1,3,5,4
3557,492,Leisha,Research & Development,HADIR,AKTIF,3,4,2,4
3558,493,Everard,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3559,494,Norine,Human Resources,HADIR,AKTIF,1,2,4,4
3560,495,Vasilis,Sales,HADIR,AKTIF,2,4,2,4
3561,496,Zabrina,Sales,TIDAK HADIR,AKTIF,1,3,5,4
3562,497,Charlot,Sales,HADIR,AKTIF,4,2,5,4
3563,498,Kendal,Research & Development,TIDAK HADIR,AKTIF,4,3,4,4
3564,499,Sammy,Research & Development,TIDAK HADIR,AKTIF,4,1,3,4
3565,500,Donetta,Sales,HADIR,AKTIF,1,1,4,4
3566,501,Stephine,Research & Development,HADIR,AKTIF,4,2,2,4
3567,502,Zoe,Research & Development,TIDAK HADIR,AKTIF,2,4,5,4
3568,503,Lilyan,Sales,HADIR,AKTIF,3,5,5,4
3569,504,Gerti,Research & Development,TIDAK HADIR,RESIGN,0,0,2,4
3570,505,Reynold,Sales,TIDAK HADIR,RESIGN,0,0,5,4
3571,506,Myrle,Research & Development,HADIR,AKTIF,5,4,4,4
3572,507,Lutero,Research & Development,TIDAK HADIR,AKTIF,1,3,5,4
3573,508,Rodrigo,Sales,HADIR,AKTIF,3,3,2,4
3574,509,Saraann,Research & Development,HADIR,AKTIF,1,4,5,4
3575,510,Leontine,Research & Development,HADIR,AKTIF,3,4,4,4
3576,511,Mair,Human Resources,HADIR,AKTIF,5,3,5,4
3577,512,Sutherland,Research & Development,HADIR,AKTIF,5,3,5,4
3578,513,Ellsworth,Research & Development,HADIR,AKTIF,5,5,2,4
3579,514,Cordell,Research & Development,TIDAK HADIR,AKTIF,3,2,5,4
3580,515,Elisa,Research & Development,HADIR,AKTIF,1,2,2,4
3581,516,Marget,Research & Development,TIDAK HADIR,AKTIF,1,3,4,4
3582,517,Kiah,Research & Development,TIDAK HADIR,AKTIF,1,4,2,4
3583,518,Aurelia,Sales,HADIR,AKTIF,3,5,4,4
3584,519,Pepe,Sales,HADIR,AKTIF,1,1,4,4
3585,520,Rooney,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3586,521,Tanitansy,Sales,HADIR,AKTIF,4,5,2,4
3587,522,Darcie,Sales,TIDAK HADIR,AKTIF,3,5,1,4
3588,523,Oralie,Research & Development,TIDAK HADIR,AKTIF,1,2,2,4
3589,524,Sandi,Research & Development,HADIR,AKTIF,2,1,5,4
3590,525,Barrett,Research & Development,HADIR,AKTIF,3,1,4,4
3591,526,Penni,Sales,TIDAK HADIR,RESIGN,0,0,5,4
3592,527,Gothart,Research & Development,TIDAK HADIR,AKTIF,1,5,2,4
3593,528,Orel,Sales,TIDAK HADIR,RESIGN,0,0,3,4
3594,529,Roy,Sales,HADIR,AKTIF,4,3,4,4
3595,530,Arleen,Research & Development,HADIR,AKTIF,1,2,5,4
3596,531,Antonella,Research & Development,HADIR,AKTIF,4,1,2,4
3597,532,Kitty,Research & Development,HADIR,AKTIF,1,4,2,4
3598,533,Pen,Sales,TIDAK HADIR,AKTIF,4,2,5,4
3599,534,Sybille,Sales,HADIR,AKTIF,2,3,5,4
3600,535,Marlo,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3601,536,Carmita,Human Resources,HADIR,AKTIF,4,5,1,4
3602,537,Burnard,Sales,TIDAK HADIR,AKTIF,1,3,5,4
3603,538,Manon,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3604,539,Brendon,Human Resources,TIDAK HADIR,RESIGN,0,0,2,4
3605,540,Nissie,Sales,TIDAK HADIR,RESIGN,0,0,3,4
3606,541,Conn,Research & Development,TIDAK HADIR,AKTIF,5,4,5,4
3607,542,Agnesse,Research & Development,TIDAK HADIR,AKTIF,4,2,2,4
3608,543,Terza,Research & Development,HADIR,AKTIF,1,2,5,4
3609,544,Cherilyn,Research & Development,HADIR,AKTIF,5,3,4,4
3610,545,Lorelei,Sales,TIDAK HADIR,AKTIF,5,4,3,4
3611,546,Conway,Sales,HADIR,AKTIF,1,4,1,4
3612,547,Gretal,Sales,TIDAK HADIR,AKTIF,5,3,2,4
3613,548,Ennis,Research & Development,HADIR,AKTIF,1,2,5,4
3614,549,Olenka,Sales,HADIR,AKTIF,4,3,4,4
3615,550,Lenard,Research & Development,HADIR,AKTIF,4,1,2,4
3616,551,Trevar,Research & Development,HADIR,AKTIF,2,3,4,4
3617,552,Daffy,Human Resources,HADIR,AKTIF,1,4,5,4
3618,553,Zelig,Research & Development,TIDAK HADIR,AKTIF,5,5,5,4
3619,554,Anni,Research & Development,HADIR,AKTIF,3,1,5,4
3620,555,Julienne,Research & Development,HADIR,AKTIF,3,1,4,4
3621,556,Vernor,Sales,TIDAK HADIR,AKTIF,4,4,3,4
3622,557,Joellen,Research & Development,TIDAK HADIR,AKTIF,2,2,5,4
3623,558,Katheryn,Research & Development,TIDAK HADIR,AKTIF,2,5,5,4
3624,559,Garey,Research & Development,TIDAK HADIR,AKTIF,1,1,5,4
3625,560,Smith,Research & Development,TIDAK HADIR,AKTIF,1,4,2,4
3626,561,Monah,Research & Development,TIDAK HADIR,AKTIF,5,1,5,4
3627,562,Devon,Sales,TIDAK HADIR,AKTIF,2,1,3,4
3628,563,Hilliary,Research & Development,HADIR,AKTIF,2,5,4,4
3629,564,Selia,Sales,TIDAK HADIR,RESIGN,0,0,2,4
3630,565,Blayne,Sales,HADIR,AKTIF,4,3,5,4
3631,566,Ad,Research & Development,HADIR,AKTIF,5,5,3,4
3632,567,Johnnie,Sales,TIDAK HADIR,AKTIF,5,3,5,4
3633,568,Gareth,Sales,HADIR,AKTIF,2,2,5,4
3634,569,Bertie,Research & Development,TIDAK HADIR,AKTIF,3,2,4,4
3635,570,Edsel,Sales,HADIR,AKTIF,3,2,3,4
3636,571,Mia,Research & Development,TIDAK HADIR,AKTIF,3,3,5,4
3637,572,Pierson,Research & Development,HADIR,AKTIF,2,2,5,4
3638,573,Giulietta,Research & Development,TIDAK HADIR,RESIGN,0,0,2,4
3639,574,Leilah,Sales,TIDAK HADIR,AKTIF,1,5,2,4
3640,575,Celine,Research & Development,HADIR,AKTIF,2,5,2,4
3641,576,Consolata,Research & Development,HADIR,AKTIF,1,4,3,4
3642,577,Sinclair,Sales,HADIR,AKTIF,4,3,4,4
3643,578,Forster,Research & Development,TIDAK HADIR,RESIGN,0,0,1,4
3644,579,Cassandra,Research & Development,HADIR,AKTIF,3,4,4,4
3645,580,Aliza,Research & Development,HADIR,AKTIF,2,4,4,4
3646,581,Stu,Sales,TIDAK HADIR,AKTIF,4,1,5,4
3647,582,Wolfgang,Research & Development,HADIR,AKTIF,5,3,4,4
3648,583,Olia,Research & Development,TIDAK HADIR,AKTIF,5,4,5,4
3649,584,Nancie,Sales,HADIR,AKTIF,3,2,1,4
3650,585,Maxy,Research & Development,TIDAK HADIR,RESIGN,0,0,1,4
3651,586,Brewer,Research & Development,HADIR,AKTIF,1,1,5,4
3652,587,Riccardo,Research & Development,HADIR,AKTIF,5,4,2,4
3653,588,Kerk,Research & Development,TIDAK HADIR,AKTIF,3,3,5,4
3654,589,Sauncho,Research & Development,TIDAK HADIR,AKTIF,3,2,4,4
3655,590,Dee,Research & Development,HADIR,AKTIF,3,4,5,4
3656,591,Modestia,Research & Development,HADIR,AKTIF,1,3,1,4
3657,592,Helene,Sales,TIDAK HADIR,AKTIF,1,2,2,4
3658,593,Demetra,Research & Development,HADIR,AKTIF,1,2,5,4
3659,594,Gavrielle,Research & Development,HADIR,AKTIF,2,2,5,4
3660,595,Anett,Research & Development,HADIR,AKTIF,4,3,4,4
3661,596,Sherry,Research & Development,TIDAK HADIR,AKTIF,4,5,3,4
3662,597,Gallard,Research & Development,HADIR,AKTIF,3,4,2,4
3663,598,Mame,Research & Development,HADIR,AKTIF,5,5,3,4
3664,599,Ivett,Research & Development,TIDAK HADIR,AKTIF,5,4,1,4
3665,600,Lion,Human Resources,TIDAK HADIR,AKTIF,4,3,3,4
3666,601,Estel,Research & Development,HADIR,AKTIF,2,3,5,4
3667,602,Bev,Research & Development,HADIR,AKTIF,5,3,4,4
3668,603,Honor,Research & Development,HADIR,AKTIF,2,2,2,4
3669,604,Haze,Research & Development,TIDAK HADIR,AKTIF,3,3,4,4
3670,605,Misha,Research & Development,HADIR,AKTIF,5,3,4,4
3671,606,Wenona,Research & Development,HADIR,AKTIF,5,1,4,4
3672,607,Fedora,Research & Development,TIDAK HADIR,AKTIF,3,4,4,4
3673,608,Conny,Sales,TIDAK HADIR,AKTIF,1,3,5,4
3674,609,Sloan,Sales,HADIR,AKTIF,5,4,5,4
3675,610,Collie,Research & Development,HADIR,AKTIF,3,1,5,4
3676,611,Loni,Research & Development,TIDAK HADIR,AKTIF,5,4,5,4
3677,612,Claus,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3678,613,Amalea,Sales,HADIR,AKTIF,5,3,2,4
3679,614,Lin,Human Resources,TIDAK HADIR,AKTIF,5,5,2,4
3680,615,Hollie,Research & Development,TIDAK HADIR,AKTIF,2,1,1,4
3681,616,Sean,Research & Development,TIDAK HADIR,AKTIF,4,5,5,4
3682,617,Eal,Sales,HADIR,AKTIF,5,5,5,4
3683,618,Dallis,Research & Development,HADIR,AKTIF,3,3,2,4
3684,619,Gabriello,Research & Development,TIDAK HADIR,AKTIF,3,4,5,4
3685,620,Zelig,Sales,HADIR,AKTIF,3,1,5,4
3686,621,My,Research & Development,HADIR,AKTIF,1,2,4,4
3687,622,Michaelina,Sales,TIDAK HADIR,RESIGN,0,0,4,4
3688,623,Lizabeth,Sales,TIDAK HADIR,RESIGN,0,0,5,4
3689,624,Jill,Research & Development,TIDAK HADIR,AKTIF,3,1,2,4
3690,625,Stacey,Sales,TIDAK HADIR,AKTIF,1,2,4,4
3691,626,Siouxie,Sales,HADIR,AKTIF,3,5,5,4
3692,627,Arvie,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3693,628,Wynny,Research & Development,TIDAK HADIR,AKTIF,3,4,1,4
3694,629,Toby,Sales,TIDAK HADIR,RESIGN,0,0,4,4
3695,630,Bronson,Human Resources,TIDAK HADIR,RESIGN,0,0,5,4
3696,631,Duky,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3697,632,Flora,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3698,633,Den,Research & Development,TIDAK HADIR,AKTIF,4,1,2,4
3699,634,Kevon,Human Resources,TIDAK HADIR,AKTIF,3,3,4,4
3700,635,Reagan,Sales,TIDAK HADIR,AKTIF,5,2,5,4
3701,636,Berkly,Research & Development,TIDAK HADIR,RESIGN,0,0,1,4
3702,637,Henrieta,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3703,638,Nari,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3704,639,Leena,Sales,HADIR,AKTIF,4,4,2,4
3705,640,Ellyn,Research & Development,HADIR,AKTIF,1,1,5,4
3706,641,Rora,Research & Development,HADIR,AKTIF,3,2,5,4
3707,642,Marius,Sales,HADIR,AKTIF,4,5,2,4
3708,643,Ronnica,Sales,HADIR,AKTIF,3,5,2,4
3709,644,Arlene,Research & Development,HADIR,AKTIF,2,1,5,4
3710,645,Rockie,Research & Development,TIDAK HADIR,AKTIF,3,3,3,4
3711,646,Myriam,Sales,HADIR,AKTIF,3,4,5,4
3712,647,Millisent,Sales,HADIR,AKTIF,3,3,2,4
3713,648,Hussein,Research & Development,TIDAK HADIR,AKTIF,1,2,3,4
3714,649,Dorotea,Sales,TIDAK HADIR,AKTIF,3,5,2,4
3715,650,Jane,Research & Development,TIDAK HADIR,AKTIF,4,4,5,4
3716,651,Ruperta,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3717,652,Horst,Sales,TIDAK HADIR,AKTIF,2,5,2,4
3718,653,Cammy,Sales,TIDAK HADIR,AKTIF,1,4,4,4
3719,654,Guillermo,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3720,655,Butch,Human Resources,TIDAK HADIR,RESIGN,0,0,2,4
3721,656,Doretta,Human Resources,HADIR,AKTIF,4,5,3,4
3722,657,Tod,Research & Development,TIDAK HADIR,AKTIF,1,2,5,4
3723,658,Myron,Research & Development,HADIR,AKTIF,4,2,2,4
3724,659,Barbara-anne,Research & Development,HADIR,AKTIF,4,2,2,4
3725,660,Antonella,Sales,TIDAK HADIR,RESIGN,0,0,5,4
3726,661,Stace,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3727,662,Eward,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3728,663,Saudra,Sales,TIDAK HADIR,RESIGN,0,0,2,4
3729,664,Harry,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3730,665,Corny,Research & Development,HADIR,AKTIF,4,1,2,4
3731,666,Guthrey,Sales,TIDAK HADIR,AKTIF,4,3,4,4
3732,667,Ameline,Research & Development,HADIR,AKTIF,4,2,1,4
3733,668,Jean,Research & Development,HADIR,AKTIF,1,3,2,4
3734,669,Gabbi,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3735,670,La verne,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3736,671,Ricki,Research & Development,HADIR,AKTIF,5,1,3,4
3737,672,Rahel,Research & Development,HADIR,AKTIF,3,2,4,4
3738,673,Maressa,Sales,TIDAK HADIR,RESIGN,0,0,3,4
3739,674,Glen,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3740,675,Britney,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3741,676,Polly,Sales,TIDAK HADIR,RESIGN,0,0,3,4
3742,677,Doreen,Research & Development,TIDAK HADIR,RESIGN,0,0,2,4
3743,678,Carlotta,Research & Development,HADIR,AKTIF,4,3,1,4
3744,679,Angelika,Research & Development,HADIR,AKTIF,4,5,5,4
3745,680,Gorden,Sales,HADIR,AKTIF,1,2,4,4
3746,681,Mark,Research & Development,HADIR,AKTIF,5,4,2,4
3747,682,Thurston,Research & Development,HADIR,AKTIF,5,3,2,4
3748,683,Kristofer,Research & Development,HADIR,AKTIF,3,1,3,4
3749,684,Belva,Sales,TIDAK HADIR,AKTIF,3,1,3,4
3750,685,Andra,Sales,HADIR,AKTIF,4,2,4,4
3751,686,Catharina,Sales,TIDAK HADIR,AKTIF,1,5,4,4
3752,687,Ambrosi,Research & Development,HADIR,AKTIF,4,1,5,4
3753,688,Tersina,Research & Development,HADIR,AKTIF,2,4,3,4
3754,689,Rockey,Sales,TIDAK HADIR,AKTIF,4,2,2,4
3755,690,Noach,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3756,691,Garik,Research & Development,TIDAK HADIR,AKTIF,3,1,2,4
3757,692,Estrella,Research & Development,HADIR,AKTIF,5,1,3,4
3758,693,Babb,Research & Development,HADIR,AKTIF,1,5,4,4
3759,694,Alberik,Sales,TIDAK HADIR,AKTIF,5,2,5,4
3760,695,Mallory,Research & Development,HADIR,AKTIF,1,1,3,4
3761,696,Adolphus,Sales,HADIR,AKTIF,4,4,2,4
3762,697,Pinchas,Research & Development,HADIR,AKTIF,4,1,4,4
3763,698,Giulietta,Sales,HADIR,AKTIF,2,4,5,4
3764,699,Dalston,Sales,TIDAK HADIR,AKTIF,2,1,3,4
3765,700,Emelyne,Research & Development,HADIR,AKTIF,5,3,4,4
3766,701,Veronike,Research & Development,TIDAK HADIR,AKTIF,3,3,4,4
3767,702,Danette,Sales,HADIR,AKTIF,1,5,4,4
3768,703,Jone,Sales,HADIR,AKTIF,5,1,5,4
3769,704,Rozanna,Sales,TIDAK HADIR,AKTIF,3,3,1,4
3770,705,Tibold,Sales,HADIR,AKTIF,1,3,5,4
3771,706,Raf,Sales,HADIR,AKTIF,1,2,2,4
3772,707,Edie,Sales,TIDAK HADIR,RESIGN,0,0,2,4
3773,708,Bryant,Research & Development,TIDAK HADIR,RESIGN,0,0,1,4
3774,709,Marylou,Sales,TIDAK HADIR,RESIGN,0,0,2,4
3775,710,Seth,Research & Development,HADIR,AKTIF,2,1,2,4
3776,711,Niels,Sales,TIDAK HADIR,AKTIF,2,3,4,4
3777,712,Ilka,Research & Development,HADIR,AKTIF,3,3,5,4
3778,713,Gale,Research & Development,TIDAK HADIR,RESIGN,0,0,2,4
3779,714,Ward,Research & Development,HADIR,AKTIF,1,1,3,4
3780,715,Nikola,Research & Development,HADIR,AKTIF,2,5,2,4
3781,716,Berenice,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3782,717,Kip,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3783,718,Byram,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3784,719,Giselle,Research & Development,TIDAK HADIR,RESIGN,0,0,2,4
3785,720,Zebedee,Sales,TIDAK HADIR,RESIGN,0,0,5,4
3786,721,Izak,Research & Development,TIDAK HADIR,RESIGN,0,0,3,4
3787,722,Caz,Research & Development,HADIR,AKTIF,5,2,1,4
3788,723,Clemens,Research & Development,TIDAK HADIR,AKTIF,1,2,2,4
3789,724,Haskell,Research & Development,HADIR,AKTIF,2,4,5,4
3790,725,Earl,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3791,726,Jedd,Research & Development,HADIR,AKTIF,2,3,3,4
3792,727,Demetria,Research & Development,HADIR,AKTIF,1,2,2,4
3793,728,Rebbecca,Research & Development,HADIR,AKTIF,2,2,5,4
3794,729,Sully,Research & Development,HADIR,AKTIF,4,4,5,4
3795,730,Gretel,Research & Development,TIDAK HADIR,RESIGN,0,0,5,4
3796,731,Keely,Research & Development,HADIR,AKTIF,2,5,5,4
3797,732,Karel,Research & Development,HADIR,AKTIF,4,1,5,4
3798,733,Armin,Research & Development,TIDAK HADIR,AKTIF,2,3,4,4
3799,734,Jennifer,Research & Development,HADIR,AKTIF,3,3,2,4
3800,735,Katalin,Research & Development,HADIR,AKTIF,5,2,2,4
3801,736,Fee,Research & Development,HADIR,AKTIF,5,1,2,4
3802,737,Valry,Research & Development,TIDAK HADIR,AKTIF,5,1,5,4
3803,738,Fletcher,Research & Development,HADIR,AKTIF,1,2,4,4
3804,739,Gwennie,Research & Development,TIDAK HADIR,AKTIF,4,5,3,4
3805,740,Nigel,Research & Development,TIDAK HADIR,RESIGN,0,0,4,4
3806,741,Hadleigh,Research & Development,TIDAK HADIR,AKTIF,5,2,5,4
3807,742,Bonita,Sales,HADIR,AKTIF,3,4,5,4
3808,743,Linda,Research & Development,HADIR,AKTIF,2,3,2,4
3809,744,Aubree,Research & Development,HADIR,AKTIF,4,2,5,4
3810,745,Carr,Research & Development,TIDAK HADIR,AKTIF,4,1,2,4
3811,746,Agretha,Research & Development,TIDAK HADIR,AKTIF,2,1,2,4
3812,747,Eal,Research & Development,HADIR,AKTIF,3,1,4,4
3813,748,Jewelle,Sales,TIDAK HADIR,AKTIF,4,5,5,4
3814,749,Sephira,Sales,HADIR,AKTIF,5,1,3,4
3815,750,Athena,Sales,TIDAK HADIR,RESIGN,0,0,2,4
3816,751,Barry,Sales,TIDAK HADIR,AKTIF,3,5,2,4
3817,752,Tara,Sales,TIDAK HADIR,AKTIF,1,5,5,4
3818,753,Corinna,Research & Development,TIDAK HADIR,AKTIF,1,5,5,4
3819,754,Cathee,Research & Development,HADIR,AKTIF,3,3,4,4
3820,755,Sanderson,Sales,TIDAK HADIR,RESIGN,0,0,2,4
3821,756,Katy,Sales,TIDAK HADIR,AKTIF,2,4,4,4
3822,757,Kary,Research & Development,TIDAK HADIR,AKTIF,4,3,2,4
